source_index,report_id,indicator_id,original_status,original_value,original_unit,original_evidence_quote,original_page_no,original_block_id,final_status,final_value,final_unit,final_qualitative_text,final_evidence_quote,final_page_no,final_block_id,final_block_type,rationale,reviewer,reviewed_at
135,603272_ST联翔_2025_ESG暨社会责任报告,g_cybersecurity_governance,error,,,制定了《互联网使用规定》等规章制度，构建覆盖网络安全、数据安全、合规管理三大维度的信息安全管理体系，全方位保护公司及个人的信息安全与合法权益。,26,603272_ST联翔_2025_ESG暨社会责任报告:p26:b16,found,,,法》等法律法规，制定了《互联网使用规定》《计算机使用管理规定》《数据备份管理制度》《电子设备采购管理制度》《软件账号管理制度》《上网行为管理制度》等规章制度，构建覆盖网络安全、数据安全、合规管理三大维度的信息安全管理体系，全方位保护公司及个人的信息安全与合法权益。,法》等法律法规，制定了《互联网使用规定》《计算机使用管理规定》《数据备份管理制度》《电子设备采购管理制度》《软件账号管理制度》《上网行为管理制度》等规章制度，构建覆盖网络安全、数据安全、合规管理三大维度的信息安全管理体系，全方位保护公司及个人的信息安全与合法权益。,26,603272_ST联翔_2025_ESG暨社会责任报告:p26:b16,paragraph,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
136,603291_联合水务_2025_ESG报告,e_energy_total,error,"18,315.00",吨标准煤,"能源消耗总量 | 吨标准煤 | 18,315.00",25,603291_联合水务_2025_ESG报告:p25:b1,found,"18,315.00",吨标准煤,,"$能源消耗总量^1$ | 吨标准煤 | 18,315.00",25,603291_联合水务_2025_ESG报告:p25:b1,table,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
137,603291_联合水务_2025_ESG报告,e_fuel_consumption,error,"18,315.00",吨标准煤,"能源消耗总量 | 吨标准煤 | 18,315.00",25,603291_联合水务_2025_ESG报告:p25:b1,found,"129,520.31",升,,"汽油消耗量 | 升 | 129,520.31",25,603291_联合水务_2025_ESG报告:p25:b1,table,原答案误取能源总量；已改用候选块明确列示的具名燃料及其数值、单位。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
138,603291_联合水务_2025_ESG报告,s_data_security,error,true,,公司严格遵循《中华人民共和国数据安全法》等法律法规，制定《信息安全工作管理办法》等18项管理制度，成立信息安全领导小组，并将信息安全防护纳入绩效考核指标体系。,57,603291_联合水务_2025_ESG报告:p57:b1,found,true,,公司严格遵循《中华人民共和国数据安全法》《中华人民共和国网络安全法》《中华人民共和国个人信息保护法》等相关法律法规，制定《信息安全工作管理办法》《网络安全事件报告和处置管理制度》等18项管理制度，成立信息安全领导小组，并将信息安全防护纳入信息安全相关人员的绩效考核指标体系，确保信息安全管理工作的有效执行。公司围绕信息系统安全建设、信息资产安全、网络安全等领域全方位开展信息安全管理，切实做好网络信息数据安全保障，实现信息安全可控、能控、在控。,公司严格遵循《中华人民共和国数据安全法》《中华人民共和国网络安全法》《中华人民共和国个人信息保护法》等相关法律法规，制定《信息安全工作管理办法》《网络安全事件报告和处置管理制度》等18项管理制度，成立信息安全领导小组，并将信息安全防护纳入信息安全相关人员的绩效考核指标体系，确保信息安全管理工作的有效执行。公司围绕信息系统安全建设、信息资产安全、网络安全等领域全方位开展信息安全管理，切实做好网络信息数据安全保障，实现信息安全可控、能控、在控。,57,603291_联合水务_2025_ESG报告:p57:b1,paragraph,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
139,603329_上海雅仕_2025_ESG报告,g_esg_governance,error,true,,"GRI 2-9 管治架构和组成 对应章节 公司治理；2-12 在管理影响方面,最高管治机构的监督作用 对应章节 公司治理；2-13 为管理影响的责任授权 对应章节 公司治理",26,603329_上海雅仕_2025_ESG报告:p26:b5,missing,,,,,,,,候选仅为 GRI 公司治理章节索引或笼统的深化ESG治理表述，未明确披露 ESG 治理架构或机制。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
140,603333_尚纬股份_2025_ESG报告,e_ghg_total,error,9331.08,吨二氧化碳当量,"温室气体排放总量 | 吨二氧化碳当量 | 9,331.08",63,603333_尚纬股份_2025_ESG报告:p63:b2,found,9331.08,吨二氧化碳当量,,"温室气体排放总量 $^{1}$ | 吨二氧化碳当量 | 9,331.08",63,603333_尚纬股份_2025_ESG报告:p63:b2,table,候选块明确列示温室气体排放总量相关数值及来源单位，数值、单位与证据位置可直接追溯。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
141,603333_尚纬股份_2025_ESG报告,e_water_total,error,184209.00,立方米,"2025 年 总耗水量 184,209.00 立方米",64,603333_尚纬股份_2025_ESG报告:p64:b0,found,184209.00,立方米,,"总耗水量 $^{1}$ | 立方米 | 184,209.00",64,603333_尚纬股份_2025_ESG报告:p64:b0,table,候选块明确列示总用水量相关数值及来源单位，数值、单位与证据位置可直接追溯。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
142,603333_尚纬股份_2025_ESG报告,e_particulate,error,458.00,千克,废气污染物排放量 | 颗粒物(PM) | 千克 | 458.00,64,603333_尚纬股份_2025_ESG报告:p64:b2,found,458.00,千克,,颗粒物(PM) | 千克 | 458.00,64,603333_尚纬股份_2025_ESG报告:p64:b2,table,候选块明确列示颗粒物排放量相关数值及来源单位，数值、单位与证据位置可直接追溯。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
143,603333_尚纬股份_2025_ESG报告,e_ghg_scope1,error,441.28,吨二氧化碳当量,范围一温室气体排放量 | 吨二氧化碳当量 | 441.28,63,603333_尚纬股份_2025_ESG报告:p63:b2,found,441.28,吨二氧化碳当量,,按范围分类 | 范围一温室气体排放量 $^{2}$ | 吨二氧化碳当量 | 441.28,63,603333_尚纬股份_2025_ESG报告:p63:b2,table,候选块明确列示直接温室气体排放量相关数值及来源单位，数值、单位与证据位置可直接追溯。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
144,603333_尚纬股份_2025_ESG报告,e_ghg_scope2,error,8889.80,吨二氧化碳当量,"范围二温室气体排放量 | 吨二氧化碳当量 | 8,889.80",63,603333_尚纬股份_2025_ESG报告:p63:b2,found,8889.80,吨二氧化碳当量,,"范围二温室气体排放量 $^{3}$ | 吨二氧化碳当量 | 8,889.80",63,603333_尚纬股份_2025_ESG报告:p63:b2,table,候选块明确列示间接温室气体排放量相关数值及来源单位，数值、单位与证据位置可直接追溯。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
145,603333_尚纬股份_2025_ESG报告,e_renewable_energy,error,4690.88,兆瓦时,"间接能源 | 外购绿电 | 兆瓦时 | 4,690.88",63,603333_尚纬股份_2025_ESG报告:p63:b4,found,4690.88,兆瓦时,,"外购绿电 | 兆瓦时 | 4,690.88",63,603333_尚纬股份_2025_ESG报告:p63:b4,table,候选块明确列示可再生能源使用量相关数值及来源单位，数值、单位与证据位置可直接追溯。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
146,603368_柳药集团_2025_ESG报告,g_board_meetings,error,8,次,报告期内召开董事会 8次,17,603368_柳药集团_2025_ESG报告:p17:b11,found,8,次,,"报告期内召开董事会 | 通过议案 | | 董事出席率 100% 
8次 | 41项",17,603368_柳药集团_2025_ESG报告:p17:b11,table,候选块明确列示董事会会议次数相关数值及来源单位，数值、单位与证据位置可直接追溯。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
147,603399_永杉锂业_2025_可持续发展报告,s_employee_gender,error,129,人,按性别划分的员工人数 | 女员工 | 人 | 129,40,603399_永杉锂业_2025_可持续发展报告:p40:b18,found,129,人,,女员工 | 人 | 129,40,603399_永杉锂业_2025_可持续发展报告:p40:b18,table,候选块明确列示女性员工人数或占比相关数值及来源单位，数值、单位与证据位置可直接追溯。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
148,603399_永杉锂业_2025_可持续发展报告,g_business_ethics,error,true,,GRI205:反腐败2016 | 205-2反腐败政策和程序的传达及培训 | 3.3商业道德,61,603399_永杉锂业_2025_可持续发展报告:p61:b0,found,true,,205-2反腐败政策和程序的传达及培训 | 3.3商业道德,205-2反腐败政策和程序的传达及培训 | 3.3商业道德,61,603399_永杉锂业_2025_可持续发展报告:p61:b0,table,单一候选块直接披露商业道德相关制度、机制或执行事实，足以支持布尔型 found。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
149,603399_永杉锂业_2025_可持续发展报告,e_ghg_scope2,error,"122,643.18",公吨二氧化碳当量,"温室气体排放量 | 范围二 | 公吨二氧化碳当量 | - | 82,104.74 | 122,643.18",54,603399_永杉锂业_2025_可持续发展报告:p54:b1,found,"122,643.18",公吨二氧化碳当量,,"范围二 | 公吨二氧化碳当量 | - | 82,104.74 | 122,643.18",54,603399_永杉锂业_2025_可持续发展报告:p54:b1,table,候选块明确列示间接温室气体排放量相关数值及来源单位，数值、单位与证据位置可直接追溯。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
150,603577_汇金通_2025_ESG报告,s_safety,error,,,汇金通坚持“以人为本”的安全管理理念，严格遵循《中华人民共和国安全生产法》等法律法规，以安全生产标准化建设和职业健康安全管理体系为依托，制定了安全生产标准化和双重预防体系，建立了完善的安全管理组织架构，并配备了专职安全管理人员，不断加强安全生产管控工作，加大隐患排查力度，完善应急制度体系建设，积极开展员工安全生产培训，持续强化安全生产理念，最大化的预防及减少安全事故的发生，保障员工职业健康和企业安全发展。,32,603577_汇金通_2025_ESG报告:p32:b1,found,,,报告披露了安全生产相关制度、机制或实践。,安全生产是企业长远发展的生命线。汇金通坚持“以人为本”的安全管理理念，严格遵循《中华人民共和国安全生产法》《中华人民共和国职业病防治法》《生产安全事故应急预案管理办法》等法律法规，以安全生产标准化建设和职业健康安全管理体系为依托，依照“生命至上，安全发展，预防为主，安全第一，全员履责”的方针，制定了安全生产标准化和双重,32,603577_汇金通_2025_ESG报告:p32:b1,paragraph,单一候选块直接披露安全生产相关制度、机制或实践，足以支持定性 found。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
151,603628_清源股份_2025_ESG报告,s_employee_rights,error,,,员工期望：保障员工权利及权益·民主管理及人文关怀...沟通渠道：绩效评估考核机制·文体及团建活动·各类职业培训·员工满意度调查·员工申诉举报机制,11,603628_清源股份_2025_ESG报告:p11:b17,found,,,报告披露了员工权益保障相关制度、机制或实践。,劳动合同签订率 | % | 100,42,603628_清源股份_2025_ESG报告:p42:b1,table,单一候选块直接披露员工权益保障相关制度、机制或实践，足以支持定性 found。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
152,603660_苏州科达_2025_ESG报告,s_compensation_benefits,error,,,完善薪酬福利体系...定期开展薪酬福利对标调研...五险一金...员工食堂...交通补助...年度体检...生日福利...节日福利,46,603660_苏州科达_2025_ESG报告:p46:b3,found,,,报告披露了薪酬福利相关制度、机制或实践。,五险一金 | 养老保险 | 工伤保险 | 医疗保险 | 失业保险 | 生育保险,46,603660_苏州科达_2025_ESG报告:p46:b3,table,单一候选块直接披露薪酬福利相关制度、机制或实践，足以支持定性 found。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
153,603660_苏州科达_2025_ESG报告,s_safety,error,,,安全生产培训覆盖率 100；安全生产事故 0；因工死亡人数 0,52,603660_苏州科达_2025_ESG报告:p52:b4,found,,,报告披露了安全生产相关制度、机制或实践。,安全生产培训覆盖率 | % | 100 | 100,52,603660_苏州科达_2025_ESG报告:p52:b4,table,单一候选块直接披露安全生产相关制度、机制或实践，足以支持定性 found。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
